Preoxidant dose (mg/L),Preoxidation time (h),Disinfectant dose (mg/L),Disinfectant/DOC,Total residual chlorine (mg/L),Reaction time (h),Temperature (C),pH,Buffer concentration (mM),Bromide concentration (ug/L),DOC (mg/L),UV254 (cm-1),SUVA254,Ammonia (mg-N/L),Nitrate (mg-N/L),Nitrite (mg-N/L),DON (mg/L),DON/DOC,Preoxidant,Disinfectant,Quenching agent,Buffer,Water source,DIN,DCAN
0.0,0.0,9.121353134,2.958519875,3.840443097,72.0,20.0,7.0,5.0,178.7,3.2,0.1088,3.4,0.167555,7.533400496,0.147084794,0.209648163,0.06268592,4,0,5,4,1,7.84804029,0.668438389
0.0,0.0,3.6,3.0,1.532659146,96.0,22.46,6.0,30.0,185.8252236,1.2,0.00048,0.04,0.718316667,4.774099878,0.241427496,0.645895385,0.200219952,4,1,6,4,1,5.733844041,5.397731706
0.0,0.0,169.8197023,14.75987433,1.0,24.0,20.0,8.0,1000.0,40.0,0.9,0.017,1.888888889,0.0,0.0,0.0,0.05,0.055555556,4,1,2,3,2,0.0,0.28
0.0,0.0,72.95280102,6.117662249,1.0,24.0,20.0,8.0,1000.0,30.0,4.7,0.153,3.255319149,0.0,0.0,0.0,0.16,0.034042553,4,1,2,3,2,0.0,0.0
0.0,0.0,6.0,3.0,4.196978088,72.0,25.0,7.164,21.055,0.0,2.0,0.0232,1.16,0.49522,10.37524489,0.209946441,0.47,0.235,4,0,2,4,0,11.080411330999999,1.25398093
0.0,0.0,7.627577755,3.25776727,1.0,24.0,20.94684211,8.2,0.0,77.0,2.0,0.03,1.5,0.01,5.941546099,0.232060709,0.329317929,0.137729199,4,1,2,0,1,6.1836068079999995,0.5
0.0,0.0,13.9,3.02173913,9.713831919,1.0,25.0,7.0,10.0,128.8703607,4.6,0.05842,1.27,0.12,0.1,0.001,1.17,0.254347826,4,1,2,4,2,0.221,3.18976846
1.5,1.0,40.0,4.938271605,25.43702606,6.0,20.0,7.0,25.12,50.0,8.1,0.12,1.481481481,0.11,0.04,0.01,0.79,0.097530864,5,1,0,4,1,0.16,3.107006038
1.0,0.5,16.31,9.061111111,10.45373439,24.0,22.0,7.0,10.0,80.0,1.8,0.0504,2.8,0.02,1.18,0.15,2.8,1.555555556,0,1,7,4,1,1.3499999999999999,0.740386854
7.5,1.0,5.0,0.588235294,3.378699028,1.0,23.54,7.0,5.0,0.0,8.5,0.154991114,3.281448339,1.215792421,10.6236766,0.271234899,0.212919132,0.02504931,5,1,7,4,2,12.110703919999999,1.518602342
0.0,0.0,15.0,3.0,7.7,10.0,25.0,7.0,20.0,0.0,5.0,0.35,7.0,0.0,0.0,0.0,0.02,0.004,4,1,2,4,2,0.0,6.565174964
0.0,0.0,20.0,4.0,6.184082748,168.0,22.0,7.5,5.0,0.0,5.0,0.064,1.28,0.223311818,9.1725,0.168139496,0.153,0.0306,4,0,7,4,2,9.563951313999999,2.52862
0.0,0.0,13.54446135,3.547347686,1.934607037,96.0,35.0,8.0,2.0,142.6754131,4.0,0.089633058,2.292337308,0.33514,5.641684152,0.16828,0.48556574,0.117820139,4,1,2,3,2,6.145104152,3.982720086
2.8,0.045238095,22.46507837,4.295144244,4.316228022,72.0,20.0,7.0,5.0,201.2,4.0,0.24,6.0,0.89967,35.5282722,0.255642574,0.405639085,0.112439009,2,1,5,4,1,36.683584774,6.225501445
5.0,0.22,10.5,4.88372093,2.146644824,168.0,20.0,8.0,0.0,62.0,2.15,0.0827,3.846511628,0.162259762,5.650238298,0.176379897,0.269605057,0.105464208,5,1,2,0,1,5.988877957,1.7
0.1396125,0.382371937,6.0,2.0,3.163706241,72.0,23.00263158,6.5,40.0,0.0,3.0,0.12,4.0,0.31462,12.5252461,0.215748794,0.292402424,0.084790124,2,1,2,4,2,13.055614894,9.11397377
0.0,0.0,20.0,3.278688525,8.191531624,24.0,25.0,8.0,20.0,167.3381001,6.1,0.111,1.819672131,0.3,5.335443333,0.4,1.5,0.245901639,4,1,2,3,3,6.035443333,7.516371864
2.79225,0.89108257,6.0,2.0,1.832204195,72.0,19.8,8.0,40.0,0.0,3.0,0.12,4.0,0.19803619,11.38637277,0.219213794,0.261912294,0.077276434,2,1,2,3,2,11.803622754,2.948308731
1.0,0.5,13.9,10.69230769,4.023150765,24.0,22.0,7.0,10.0,224.1792096,1.3,0.052,4.0,0.28934,4.463758298,0.222840496,0.351778385,0.219795731,0,1,7,4,1,4.975938794,0.931111905
0.0,0.0,26.30446079,4.499975006,5.133297766,72.0,20.0,7.0,5.0,51.2,4.0,0.24,6.0,0.83106,33.68671429,0.242898673,0.39997819,0.110751549,4,1,5,4,1,34.760672963,12.64492159
20.0,6.0,15.05,9.40625,4.627183832,24.0,22.0,7.0,10.0,314.4209923,1.6,0.0416,2.6,0.18441,1.31,0.05,0.66,0.4125,2,1,7,4,1,1.54441,0.388608214
0.0,0.0,25.0,4.051863857,9.025803624,24.0,25.0,7.0,50.0,160.0,6.17,0.120932,1.96,0.590588571,2.706226596,0.233125298,1.070595418,0.199985748,4,0,2,4,1,3.529940465,0.364477874
25.0,0.5,8.0,1.296596434,6.094966555,72.0,25.0,7.0,50.0,160.0,6.17,0.120932,1.96,0.5254,5.805507092,0.349761496,1.265997076,0.297289432,1,0,2,4,1,6.6806685880000005,1.052033426
0.0,0.0,10.75,5.0,2.344155935,168.0,20.0,8.0,0.0,62.0,2.15,0.0827,3.846511628,0.155869762,6.958096099,0.197091298,0.278053878,0.105052527,4,1,2,0,1,7.311057159,2.0
2.25,0.5,13.6,3.022222222,5.546607243,72.0,25.0,7.0,10.0,41.30281155,4.5,0.04,0.888888889,0.28403,2.9,0.02,0.17,0.037777778,0,0,2,4,1,3.20403,1.090792793
0.236075,0.457089121,6.0,2.0,1.887802274,72.0,20.05,8.0,40.0,0.0,3.0,0.12,4.0,0.21402619,12.67867277,0.180113298,0.238499462,0.062428422,0,1,2,3,2,13.072812258,3.584274825
0.0,0.0,71.94246364,8.216390155,1.0,24.0,20.0,8.0,1000.0,10.0,2.2,0.121,5.5,0.0,0.1,0.0,0.1,0.045454545,4,1,2,3,2,0.1,0.0
0.0,0.0,76.4391257,10.42939694,1.0,24.0,20.0,8.0,1000.0,0.0,1.6,0.02,1.25,0.0,0.0,0.0,0.05,0.03125,4,1,2,3,2,0.0,0.27
0.0,0.0,40.0,13.42281879,35.6,168.0,25.0,7.0,20.0,94.91315798,2.98,0.044998,1.51,0.37925,6.147098433,0.414392,0.923445068,0.201524832,4,1,2,2,1,6.940740433,0.2
0.0,0.0,40.0,4.938271605,40.0,0.0,20.0,7.0,21.97,50.0,8.1,0.12,1.481481481,0.11,0.04,0.01,0.79,0.097530864,4,1,0,4,1,0.16,0.0
0.0,0.0,9.731098972,4.191232654,1.0,24.0,22.4,8.0,0.0,6400.0,2.5,0.05,2.0,0.09,4.504934548,0.112086099,0.801809558,0.273660459,4,1,2,0,1,4.707020646999999,0.3
1.5,1.0,40.0,4.938271605,26.3585898,2.0,20.0,7.0,25.12,50.0,8.1,0.12,1.481481481,0.11,0.04,0.01,0.79,0.097530864,5,1,0,4,1,0.16,1.078314642
0.0,0.0,73.36584064,8.144178549,1.0,24.0,20.0,8.0,1000.0,40.0,2.3,0.106,4.608695652,0.0,0.01,0.0,0.06,0.026086957,4,1,2,3,2,0.01,0.35
5.6,0.038988095,24.15194144,4.350690747,4.950482252,72.0,20.0,7.0,5.0,51.2,4.0,0.24,6.0,0.88186,36.46550648,0.241500871,0.421300871,0.115919103,2,1,5,4,1,37.588867351000005,0.522701638
0.0,0.0,8.0,4.0,2.359899894,72.0,21.0,7.0,28.0,101.1205514,2.0,0.043236169,1.874044685,0.1378725,4.328742856,0.256412044,0.25,0.125,4,1,2,4,0,4.7230274,0.46
0.0,0.0,8.0,2.666666667,2.822102675,24.0,20.0,7.0,17.94454545,100.0,3.0,0.003,0.1,0.40694,4.07314539,0.253769148,0.575772359,0.162400583,4,1,2,4,0,4.733854537999999,6.476048297
0.8209215,0.60256427,6.0,2.0,1.810490821,72.0,20.21,8.0,40.0,0.0,3.0,0.12,4.0,0.17020619,11.55906277,0.162961596,0.277850228,0.080827147,2,1,2,3,2,11.892230556000001,3.578717188
0.0,0.0,14.96405893,2.433911355,4.0,168.0,20.0,7.0,1.0,100.7413761,6.148152808,0.182750104,2.972439203,0.479296667,5.426632695,0.266590012,0.478040849,0.106691716,4,1,5,4,2,6.172519374,32.14693433
3.0,0.083333333,12.59037334,4.946654611,2.503253986,24.0,22.0,7.5,10.0,8.0,2.0,0.048,2.4,0.162597247,3.67551452,0.159723549,0.335750294,0.120173902,5,1,2,4,2,3.997835316,2.372128553
0.0,0.0,15.0,5.0,6.271565388,72.0,22.0,7.2,10.0,81.69402156,3.0,0.048,1.6,0.118082,4.520010385,0.156559471,0.083333333,0.027777778,4,0,7,4,1,4.794651856,1.412847103
0.0,0.0,4.0,4.0,3.777986549,72.0,21.0,7.0,28.0,115.6361811,1.0,0.042179905,2.034484025,0.1823,6.865766757,0.238199846,0.1,0.1,4,0,2,4,0,7.286266603,0.35
1.0,72.0,4.0,0.8,4.322521783,72.0,23.82,7.0,10.0,222.2611481,5.0,0.05,1.0,0.63,0.354609929,0.354609929,0.800173063,0.168393158,6,0,2,4,0,1.3392198579999999,0.802609468
0.0,0.0,12.0,3.0,4.620068811,168.0,25.0,7.2,10.0,0.0,4.0,0.0404,1.01,0.24828,6.203625,0.119837,0.2,0.05,4,0,2,4,2,6.571742,3.4
0.0,0.0,12.0,3.0,5.077475335,168.0,25.0,7.2,10.0,0.0,4.0,0.0084,0.21,0.526796667,6.1126,0.133950766,0.24,0.06,4,0,2,4,2,6.773347433,1.4
0.0,0.0,15.71483244,4.026357448,2.274212123,24.0,50.0,8.0,2.0,207.6066189,4.0,0.082943506,2.111586611,0.489853636,4.018002199,0.130199571,0.526442205,0.128687636,4,1,2,3,2,4.638055406,4.475962256
0.0,0.0,40.1,5.207792208,18.59716538,24.0,22.0,7.0,10.0,137.0529941,7.7,0.1078,1.4,0.4,4.9,0.76,10.51,1.364935065,4,1,7,4,3,6.0600000000000005,1.82713828
0.0,0.0,5.0,1.636661211,1.633033032,24.0,25.0,7.085666667,6.685,178.8205717,3.055,0.034,1.112929624,1.079739643,5.942024397,0.230905298,0.395386049,0.127392359,4,1,7,4,1,7.252669338,1.39846093
0.0,0.0,17.0,2.157360406,3.6,168.0,25.0,7.0,20.0,74.4329655,7.88,0.200152,2.54,0.0,13.13384472,0.171328933,0.658288453,0.12673155,4,1,2,2,2,13.305173653,10.9
0.0,0.0,50.0,9.803921569,32.70923605,24.0,25.0,7.0,20.0,234.3977545,5.1,0.114,2.235294118,3.4,8.6,2.5,1.7,0.333333333,4,1,2,4,3,14.5,23.7036982
2.0,0.5,20.0,5.0,4.515507571,24.0,22.0,7.5,2.0,2000.0,4.0,0.156,3.9,0.0,0.0,0.0,0.083333332,0.020833333,0,1,2,4,2,0.0,0.187377697
0.0,0.0,40.0,5.076142132,18.8,168.0,25.0,8.3,20.0,827.8912475,7.88,0.200152,2.54,0.0,19.32027805,0.313826219,3.260140129,0.393027258,4,0,2,2,2,19.634104268999998,2.2
0.0,0.0,16.98611917,2.37963607,4.0,168.0,20.0,7.0,1.0,365.916308,7.138116361,0.243003875,3.404313724,1.00299,41.4136844,0.230007375,0.748860747,0.135717628,4,1,5,4,2,42.646681775,43.39455974
3.5,12.0,10.5,3.0,3.944950978,168.0,25.0,7.2,5.0,0.0,3.5,0.0091,0.26,0.387305,6.547694397,0.213570496,0.665,0.19,5,0,2,4,1,7.148569893,0.973451336
0.0,0.0,80.0,6.557377049,8.3,168.0,25.0,7.0,20.0,200.0,12.2,0.18788,1.54,0.2,35.42,0.23,2.982106,0.261286363,4,0,2,2,3,35.85,31.7
3.0,0.083333333,15.0,5.0,8.21574348,72.0,22.0,7.2,10.0,150.0,3.0,0.027,0.9,0.31782,4.322292199,0.218673596,0.3,0.1,5,0,7,4,3,4.858785795,1.463590435
0.0,0.0,40.0,4.938271605,20.85574877,24.0,20.0,7.0,21.71,50.0,8.1,0.12,1.481481481,0.11,0.04,0.01,0.79,0.097530864,4,1,0,4,1,0.16,7.330884213
2.650785,1.845346304,6.0,2.0,1.663958165,72.0,18.135,8.0,40.0,150.0,3.0,0.12,4.0,0.213840892,10.2741383,0.247877695,0.216024733,0.056259035,0,1,2,3,2,10.735856887,1.357440427
0.0,0.0,20.0,2.272727273,7.602968419,17.0,22.0,6.9,10.0,0.0,8.8,0.1557,1.8,1.1,1.39,0.35,1.51,0.171590909,4,0,2,4,3,2.8400000000000003,2.764118153
0.0,0.0,72.53705418,6.802721917,1.0,24.0,20.0,8.0,1000.0,0.0,3.4,0.125,3.676470588,0.0,1.03,0.0,0.160208396,0.043936544,4,1,2,3,2,1.03,0.38
0.0,0.0,72.60296566,6.508183412,1.0,24.0,20.0,8.0,1000.0,0.0,4.1,0.182,4.43902439,0.0,1.59,0.0,0.176319094,0.045224293,4,1,2,3,2,1.59,0.5
0.0,0.0,73.87460826,6.967577123,1.0,24.0,20.0,8.0,1000.0,0.0,3.6,0.125,3.472222222,0.0,0.0,0.0,0.16,0.044444444,4,1,2,3,2,0.0,0.35
0.0,0.0,250.0,76.92307692,16.42315134,168.0,25.0,7.0,20.0,60.48094209,3.25,0.039,1.2,1.429472273,5.479529567,0.303942463,2.74841,0.380746144,4,0,2,2,1,7.2129443030000004,1.566666667
2.8,0.045238095,22.43002663,4.268121394,4.40091632,72.0,20.0,7.0,5.0,851.2,4.0,0.24,6.0,0.89125,32.6830583,0.270712574,0.42836466,0.118492992,2,1,5,4,1,33.845020874,3.474940389
0.0,0.0,10.57812796,3.03269465,4.0,168.0,20.0,7.0,1.0,165.6618721,3.488029352,0.103231136,2.959583355,0.26192,3.143548298,0.173669969,0.276328952,0.093612383,4,1,5,4,2,3.579138267,23.77224361
0.0,0.0,3.6,3.0,1.80727734,48.0,22.3,6.0,30.0,211.3231217,1.2,0.00048,0.04,0.49913,3.401960496,0.233583596,0.659275385,0.218192373,4,1,6,4,1,4.134674092,4.661732237
0.0,0.0,6.0,1.923076923,6.192103912,24.0,25.0,7.0,10.0,499.9922753,3.12,0.06389961,1.927888409,0.78,0.7,0.006,0.92,0.294871795,4,0,0,4,2,1.486,4.541968213
0.0,0.0,12.53135592,4.042238051,1.0,24.0,25.0,7.0,10.0,137.0,2.41,0.050369,2.09,0.03,4.21,0.03,0.28,0.116182573,4,1,2,4,2,4.2700000000000005,1.496151295
0.0,0.0,27.75,3.0,10.7867528,72.0,25.0,7.174888889,26.63,0.0,9.25,0.150775,1.63,0.66829,9.67025539,0.361404662,3.05,0.32972973,4,0,2,4,0,10.699950052,3.80376192
0.0,0.0,11.83152964,3.010438089,2.032845581,120.0,25.0,8.0,2.0,132.5352648,4.0,0.089217562,2.395394286,0.25558,4.285588318,0.131038671,0.468198103,0.109196897,4,1,2,3,2,4.672206989,10.04538602
0.0,0.0,10.0,2.411963338,4.966813532,72.0,20.0,7.8,10.0,337.4868985,4.146,0.082468454,2.244473651,0.065,0.704,0.01,0.57,0.13748191,4,1,0,4,1,0.7789999999999999,8.434466874
0.0,0.0,5.3,4.690265487,1.0,24.0,25.0,7.42,0.0,4746.677996,1.13,0.03,2.654867257,0.119,5.785049548,0.338616099,1.127442424,0.363560992,4,1,2,0,1,6.242665647,0.793424595
0.0,0.0,15.88520059,2.527217752,4.0,168.0,20.0,7.0,1.0,123.5325822,6.285647757,0.188142971,2.993215308,0.51673,5.630132695,0.258240012,0.510789909,0.116897798,4,1,5,4,2,6.405102707,37.65523557
0.0,0.0,9.826920161,2.350077771,2.369038154,8.0,4.0,8.0,2.0,127.9162804,4.0,0.127484789,3.106093111,0.335359762,3.127446099,0.206653869,0.296305774,0.076674469,4,1,2,3,2,3.6694597300000003,3.81570766
0.0,0.0,8.0,4.0,3.049033988,72.0,21.0,7.0,28.0,91.97454773,2.0,0.046790358,1.934012219,0.09712,5.906572359,0.264482044,0.17,0.085,4,0,2,4,0,6.268174403000001,0.71
0.0,0.0,74.1935838,10.46569219,1.0,24.0,20.0,8.0,1000.0,0.0,1.1,0.046,4.181818182,0.0,0.05,0.0,0.05,0.045454545,4,1,2,3,2,0.05,0.24
0.0,0.0,7.0,2.364864865,3.7,168.0,25.0,7.0,20.0,132.8985901,2.96,0.047064,1.59,0.21242,7.696690251,0.193229766,0.408596667,0.120586737,4,1,2,2,1,8.102340017,2.666666667
0.0,0.0,6.0,2.0,2.216575692,24.0,20.0,7.0,11.83,200.0,3.0,0.0111,0.37,0.2219225,4.370914894,0.16577662,0.469281218,0.146188476,4,1,2,4,0,4.758614014,5.110007838
0.0,0.0,15.0,4.807692308,8.625137941,24.0,25.0,7.0,10.0,304.8375043,3.12,0.065777974,1.932500465,0.78,0.7,0.006,0.92,0.294871795,4,0,0,4,2,1.486,7.433080073
0.0,0.0,50.0,16.77852349,42.7,168.0,25.0,7.0,20.0,71.38020536,2.98,0.044998,1.51,0.504577273,6.124172333,0.494732,0.948113639,0.198703258,4,1,2,2,1,7.1234816059999995,0.1
0.0,0.0,20.0,1.941747573,13.00840366,0.1,25.0,7.0,20.0,516.0722808,10.3,0.116,1.126213592,0.3,6.744746099,0.3,4.3,0.417475728,4,1,2,4,3,7.344746099,1.47452371
0.0,0.0,12.92653258,3.602126907,3.107756189,8.0,25.0,8.0,2.0,137.4060513,4.0,0.086809807,2.431082739,0.39928,3.904947766,0.140438671,0.443297677,0.108977527,4,1,2,3,2,4.4446664369999995,14.19555943
0.0,0.0,40.0,4.938271605,23.79816619,2.0,20.0,7.0,21.47,50.0,8.1,0.12,1.481481481,0.11,0.04,0.01,0.79,0.097530864,4,1,0,4,1,0.16,6.011203357
0.0,0.0,73.15702138,6.110515148,1.0,24.0,20.0,8.0,1000.0,20.0,4.8,0.202,4.208333333,0.0,1.08,0.0,0.174485638,0.039433703,4,1,2,3,2,1.08,0.91
0.0,0.0,3.0,1.081081081,1.77144016,24.0,25.0,7.075466667,7.17,164.4511034,2.775,0.03,1.081081081,1.355459643,4.677362695,0.190120596,0.434414781,0.145539461,4,1,7,4,1,6.222942934000001,1.243692997
0.0,0.0,18.9,3.78,2.8,2.0,25.0,7.0,10.0,0.0,5.0,0.184742177,3.378440957,1.4,13.6239,0.144212199,0.064004585,0.012800917,4,1,2,4,2,15.168112199000001,20.16067553
0.0,0.0,69.83205064,8.653353633,1.0,24.0,20.0,8.0,1000.0,0.0,2.1,0.083,3.952380952,0.0,0.39,0.0,0.087983487,0.040688828,4,1,2,3,2,0.39,0.58
0.0,0.0,11.25135149,2.655365887,2.480353007,4.0,15.0,8.0,2.0,134.6161173,4.0,0.121263065,2.941944074,0.218858333,2.822366667,0.114626869,0.301927415,0.077520205,4,1,2,3,2,3.1558518689999997,6.543647458
0.0,0.0,153.2227143,8.054731841,1.0,24.0,20.0,8.0,1000.0,50.0,23.9,0.516,2.158995816,0.0,0.03,0.0,0.62,0.025941423,4,1,2,3,2,0.03,8.2
0.0,0.0,34.64451014,6.379541318,1.0,24.0,20.0,8.0,1000.0,20.0,1.8,0.103,5.722222222,0.0,0.75,0.0,0.19455264,0.079925317,4,1,2,3,2,0.75,0.37
0.0,0.0,60.0,7.614213198,28.6,168.0,25.0,8.3,20.0,632.4467861,7.88,0.200152,2.54,0.0,18.01887805,0.288466358,1.629972017,0.290820558,4,0,2,2,2,18.307344408000002,3.3
3.5,12.0,10.5,3.0,3.795577406,168.0,25.0,7.2,5.0,0.0,3.5,0.0273,0.78,0.255985,6.7573,0.181539596,0.385,0.11,5,0,2,4,2,7.194824596,1.428870848
0.0,0.0,10.0,4.056795132,4.99346408,72.0,20.0,7.8,10.0,290.0,2.465,0.062288027,2.489608332,0.011,0.678,0.007,0.08,0.032454361,4,1,0,4,1,0.6960000000000001,20.49194612
0.0,0.0,13.9,10.69230769,9.850038684,24.0,25.0,7.0,20.0,56.92021435,1.3,0.066,5.076923077,1.1512,15.9562,0.259936865,0.26,0.2,4,1,2,4,3,17.367336865000002,5.135889738
0.0,0.0,6.0,2.0,3.891370683,24.0,20.0,7.0,11.415,200.0,3.0,0.0099,0.33,0.2154225,4.446968794,0.152834421,0.479521218,0.150835448,4,0,2,4,0,4.8152257149999995,3.861031152
0.0,0.0,6.0,2.0,2.193370775,24.0,20.0,7.0,11.69,1000.0,3.0,0.0099,0.33,0.20396,5.316848794,0.138689751,0.518274512,0.183591894,4,1,2,4,0,5.659498545000001,1.941343418
0.0,0.0,5.0,2.074688797,0.28,48.0,20.0,7.0,10.0,8.0,2.41,0.065,2.697095436,0.06,5.475433865,0.114862695,0.334117518,0.118803107,4,1,6,4,1,5.65029656,1.03104866
0.0,0.0,15.66006629,3.883275606,3.274351102,2.0,35.0,8.0,2.0,195.0329061,4.0,0.085506046,2.307831347,0.475383636,4.137246099,0.131082571,0.473560393,0.116274169,4,1,2,3,2,4.743712306000001,13.14762243
0.0,0.0,49.6,20.0,14.89930758,72.0,22.0,7.0,20.46,37.18754439,2.48,0.088364618,3.563089436,0.818333571,6.637028182,0.245919191,0.53978952,0.205107024,4,1,2,4,2,7.701280944,0.0
2.8,0.083928571,7.612968641,2.509999303,3.231977608,72.0,20.0,7.0,5.0,28.7,3.2,0.1088,3.4,0.2253,2.680880496,0.127429787,0.278642064,0.093190904,2,0,5,4,1,3.033610283,0.47692646
0.0,0.0,14.6270507,3.783154074,3.349739125,0.5,50.0,8.0,2.0,253.231213,4.0,0.080516177,2.129989251,0.521825,3.160106099,0.159199276,0.540811901,0.123410297,4,1,2,3,2,3.8411303749999997,17.54825237
1.2,1.0,40.0,4.938271605,26.3585898,2.0,20.0,7.0,25.12,50.0,8.1,0.12,1.481481481,0.11,0.04,0.01,0.79,0.097530864,5,1,0,4,1,0.16,1.144489359
0.0,0.0,250.0,71.63323782,17.19638732,168.0,25.0,7.0,20.0,63.54598375,3.49,0.048511,1.39,1.419172273,6.477233468,0.28351,3.06051,0.379237354,4,0,2,2,1,8.179915741,1.8
0.0,0.0,30.0,4.918032787,17.19291308,24.0,25.0,7.0,20.0,72.35494738,6.1,0.111,1.819672131,0.3,5.0446,0.4,1.5,0.245901639,4,1,2,4,3,5.7446,6.702529697
0.0,0.0,12.0,3.0,8.814808437,24.0,25.0,7.2,10.0,0.0,4.0,0.0964,2.41,0.0,0.0,0.0,0.083333332,0.020833333,4,0,2,4,2,0.0,0.138031573
0.0,0.0,8.0,4.0,3.122037598,72.0,21.0,7.0,28.0,111.7381473,2.0,0.047339492,1.971456119,0.11293,5.747498459,0.271305945,0.13,0.065,4,1,2,4,0,6.131734404,2.12
0.0,0.0,15.0,3.0,13.12120448,10.0,22.0,8.0,10.0,65.26039144,5.0,0.23,4.6,0.572026667,10.92499071,0.222380474,0.072886297,0.014577259,4,0,7,4,2,11.719397850999998,2.448121871
0.0,0.0,12.0,3.846153846,6.790712402,24.0,25.0,7.0,10.0,287.4965043,3.12,0.06844145,2.04102089,0.78,0.7,0.006,0.92,0.294871795,4,1,0,4,2,1.486,13.19296617
0.0,0.0,10.0,4.0,3.965038252,35.0,22.0,6.9,10.0,0.0,2.5,0.104,0.4,0.01,3.69,0.01,0.53,0.212,4,0,2,4,0,3.7099999999999995,0.500071343
0.0,0.0,72.15677064,8.704614791,1.0,24.0,20.0,8.0,1000.0,0.0,2.2,0.077,3.5,0.0,0.0,0.0,0.09,0.040909091,4,1,2,3,2,0.0,0.33
0.0,0.0,10.0,4.0,4.740978845,5.0,22.0,6.9,10.0,0.0,2.5,0.104,0.4,0.01,3.69,0.01,0.53,0.212,4,0,2,4,0,3.7099999999999995,0.131449316
0.0,0.0,5.8,2.0,2.58156119,4.0,20.0,7.0,30.0,90.05668457,2.9,0.08381,2.89,0.1967525,2.939336099,0.182703596,0.294645613,0.097676683,4,1,2,4,1,3.3187921950000003,4.64962919
0.0,0.0,10.0,2.48818114,5.077841435,72.0,20.0,7.8,10.0,470.688155,4.019,0.078551858,2.230149705,0.031,0.806,0.009,0.51,0.126897238,4,0,0,4,1,0.8460000000000001,17.14238337
0.0,0.0,3.6,3.0,1.270779904,96.0,22.21,8.0,30.0,216.7132467,1.2,0.00048,0.04,0.47253,3.060117287,0.235900496,0.643653077,0.236654172,4,1,6,4,1,3.7685477830000003,1.866718715
0.0,0.0,72.46460064,7.507829488,1.0,24.0,20.0,8.0,1000.0,0.0,3.2,0.108,3.375,0.0,0.01,0.0,0.11,0.034375,4,1,2,3,2,0.01,0.0
0.0,0.0,34.0,1.725888325,1.8,168.0,25.0,7.0,20.0,317.4438697,19.7,0.50038,2.54,0.0,25.0597083,0.291056219,2.828857551,0.388888872,4,1,2,2,2,25.350764519000002,41.3
6.0,0.5,20.0,5.0,4.526678513,24.0,22.0,7.5,2.0,0.0,4.0,0.156,3.9,0.0,0.0,0.0,0.083333332,0.020833333,0,1,2,4,2,0.0,1.255458489
0.0,0.0,15.0,3.0,11.4,10.0,25.0,7.0,20.0,0.0,5.0,0.35,7.0,0.0,0.0,0.0,0.02,0.004,4,0,2,4,2,0.0,0.823731863
1.0,72.0,4.0,1.333333333,1.989470738,72.0,21.13261905,7.0,10.0,20.0,3.0,0.105,3.5,0.1,2.3,0.354609929,0.335845535,0.102410169,6,0,2,4,2,2.754609929,0.671108974
0.0,0.0,8.601549793,3.414800241,1.0,24.0,21.08684211,8.4,0.0,66.0,2.2,0.07,3.181818182,0.01,5.5017,0.188615496,0.34478542,0.117682539,4,1,2,0,1,5.700315495999999,0.55
0.0,0.0,3.6,3.0,1.410786884,48.0,21.86,8.0,30.0,222.5983301,1.2,0.00048,0.04,0.46009,3.454840496,0.233140496,0.638763077,0.221653408,4,1,6,4,1,4.148070992,2.454233768
0.0,0.0,74.20417418,6.887602171,1.0,24.0,20.0,8.0,1000.0,0.0,3.5,0.186,5.314285714,0.0,0.74,0.0,0.15704898,0.047773359,4,1,2,3,2,0.74,0.99
0.0,0.0,5.0,0.659630607,6.554501567,0.5,23.38,7.556922078,10.105,677.8140859,7.58,0.130865677,1.819674613,0.06,4.414856099,0.283725298,3.45,0.391117696,4,1,7,4,3,4.7585813969999995,2.375280488
0.0,0.0,10.0,4.347826087,4.208082245,47.0,22.0,6.9,10.0,0.0,2.3,0.054554169,1.758984744,0.05,2.8,0.02,0.4,0.173913043,4,0,2,4,1,2.8699999999999997,2.032954383
0.0,0.0,5.0,1.086956522,5.078242109,0.5,21.9625,7.283333333,7.825,310.8203336,4.6,0.106,2.304347826,0.1,6.14,0.19951744,0.23,0.05,4,1,7,4,3,6.4395174399999995,2.699223472
0.0,0.0,8.233628609,3.681811774,4.0,168.0,20.0,7.0,1.0,180.240747,2.236298082,0.081841546,3.659688593,0.19821,10.7045561,0.161046496,0.249428804,0.094647048,4,1,5,4,2,11.063812596,1.35710825
0.0,0.0,10.0,5.555555556,5.851295749,95.0,25.0,7.95,20.0,124.2503845,1.8,0.040821188,1.866174248,0.44086,7.459810496,0.214146099,0.438340517,0.134589258,4,0,4,4,1,8.114816595,1.039784424
0.0,0.0,0.0,5.551870348,4.64119279,168.0,20.0,8.0,28.49,151.2599661,0.0,0.031582363,1.924539158,0.25014,3.701952744,0.306405144,0.276567566,0.184287987,4,0,2,4,0,4.258497888,0.0
0.0,0.0,71.83770695,7.380866763,1.0,24.0,20.0,8.0,1000.0,0.0,3.1,0.109,3.516129032,0.0,0.28,0.0,0.06,0.019354839,4,1,2,3,2,0.28,0.29
0.0,0.0,76.32138132,6.251125753,1.0,24.0,20.0,8.0,1000.0,30.0,5.0,0.17,3.4,0.003,0.0,0.0,0.13,0.026,4,1,2,3,2,0.003,0.0
