Preoxidant dose (mg/L),Preoxidation time (h),Disinfectant dose (mg/L),Disinfectant/DOC,Total residual chlorine (mg/L),Reaction time (h),Temperature (C),pH,Buffer concentration (mM),Bromide concentration (ug/L),DOC (mg/L),UV254 (cm-1),SUVA254,Ammonia (mg-N/L),Nitrate (mg-N/L),Nitrite (mg-N/L),DON (mg/L),DON/DOC,Preoxidant,Disinfectant,Quenching agent,Buffer,Water source,DIN,DCAN
0.0,0.0,3.9,3.0,4.307770028,24.0,20.0,7.0,2.0,9.0,1.3,0.017,1.307692308,0.0,0.63,0.006,0.28,0.215384615,4,0,0,4,1,0.636,0.100651014
3.0,0.083333333,15.0,5.0,6.270285775,72.0,22.0,7.2,10.0,141.4125536,3.0,0.036,1.2,0.17227,2.006844894,0.220154365,0.323137845,0.106108788,5,0,7,4,1,2.399269259,0.117369566
0.0,0.0,73.75335132,7.01532158,1.0,24.0,20.0,8.0,1000.0,0.0,2.7,0.121,4.481481481,0.0,0.47,0.0,0.115715567,0.038284464,4,1,2,3,2,0.47,0.62
0.0,0.0,8.0,4.0,2.869155649,72.0,21.0,7.0,28.0,98.63471215,2.0,0.047542257,2.013315725,0.10977,5.770318459,0.283925945,0.15,0.075,4,1,2,4,0,6.1640144040000004,1.24
0.0,0.0,16.046,3.2092,2.546034856,2.0,25.0,7.0,10.0,0.0,5.0,0.161619188,3.238890341,1.4,9.27648,0.157378298,0.125246548,0.02504931,4,1,2,4,2,10.833858297999999,11.83035264
0.0,0.0,23.41458133,3.000073474,4.0,168.0,20.0,7.0,1.0,433.3678479,7.804669297,0.317965141,4.074037336,1.45618,41.5489844,0.352024375,1.487931386,0.257323026,4,1,5,4,2,43.357188775000004,3.479743898
0.0,0.0,17.04,3.408,3.72044969,2.0,25.0,7.0,10.0,0.0,5.0,0.161318736,3.173565692,1.4,9.19028,0.157282199,0.125246548,0.02504931,4,1,2,4,2,10.747562199,14.08705273
0.0,0.0,11.52900606,2.885023411,1.963900383,96.0,25.0,8.0,2.0,89.47371505,4.0,0.088418739,2.447399961,0.2671,4.022688318,0.144230869,0.445599615,0.107413281,4,1,2,3,2,4.4340191870000005,11.5416394
20.0,6.0,40.1,5.207792208,18.04806377,24.0,22.0,7.0,10.0,126.0086371,7.7,0.1078,1.4,0.4,4.9,0.76,10.51,1.364935065,2,1,7,4,3,6.0600000000000005,0.599551027
0.0,0.0,8.0,4.0,3.477964939,72.0,21.0,7.0,28.0,110.4670627,2.0,0.047327868,1.999664974,0.10029,5.875952359,0.244442044,0.13,0.065,4,0,2,4,0,6.220684403000001,0.15
0.0,0.0,25.0,4.051863857,7.653203684,72.0,25.0,7.0,50.0,160.0,6.17,0.120932,1.96,0.467228571,6.032472695,0.339363099,1.044392781,0.189237576,4,1,2,4,1,6.839064365,0.237783818
0.0,0.0,20.0,10.52631579,5.55315168,2.0,25.0,7.0,2.0,1048.0,1.9,0.0247,1.3,1.111504921,4.81803,0.253031814,0.17,0.089473684,4,1,7,4,1,6.182566735,0.784546964
0.0,0.0,13.83114291,2.916812127,4.0,168.0,20.0,7.0,1.0,149.5614978,4.741869655,0.164929608,3.478155668,0.189265,8.577048298,0.135032241,0.249884307,0.063021701,4,1,5,4,2,8.901345539,28.98632973
0.0,0.0,8.628975198,2.470681752,1.0,24.0,21.375,7.7,0.0,840.0,3.3,0.1,3.03030303,0.01,5.87554,0.168981596,0.357217895,0.108652068,4,1,2,0,1,6.054521596,1.9
0.0,0.0,5.0,1.041666667,4.718761706,0.5,21.72333333,7.299,6.54,332.0706651,4.8,0.085,1.770833333,0.02,2.01,0.206735099,0.16,0.033333333,4,1,7,4,3,2.2367350989999997,3.396026119
0.0,0.0,250.0,70.82152975,18.0,168.0,25.0,7.0,20.0,63.54598375,3.53,0.049067,1.39,1.223172273,6.422233468,0.28111,3.08581,0.377233053,4,0,2,2,1,7.926515741,3.5
0.0,0.0,3.9,1.857142857,2.7,2.0,25.0,7.0,10.0,21.2,2.1,0.05,2.380952381,0.03,2.6,0.07,0.306213245,0.1142985,4,1,2,4,2,2.6999999999999997,1.907016778
0.0,0.0,69.97678331,7.564974984,1.0,24.0,20.0,8.0,1000.0,10.0,2.6,0.105,4.038461538,0.0,0.49,0.0,0.110832412,0.042549753,4,1,2,3,2,0.49,0.42
1.2,0.018055556,7.27243002,2.369025061,3.250402019,72.0,20.0,7.0,5.0,28.7,3.2,0.1088,3.4,0.117845,2.695714397,0.12809883,0.245756861,0.058795263,5,0,5,4,1,2.941658227,5.039187559
20.0,6.0,13.9,10.69230769,9.66977385,24.0,22.0,7.0,10.0,309.245584,1.3,0.052,4.0,0.61474,4.400044397,0.319392695,1.387610178,0.530972772,2,1,7,4,1,5.334177092000001,0.352808055
0.0,0.0,10.0,2.0,6.260072556,40.0,22.0,6.9,10.0,0.0,5.0,0.4145,8.3,0.0,0.0,0.0,0.13,0.026,4,0,2,4,2,0.0,4.144645351
0.0,0.0,72.89098132,7.285463314,1.0,24.0,20.0,8.0,1000.0,10.0,2.8,0.131,4.678571429,0.0,0.07,0.0,0.1,0.035714286,4,1,2,3,2,0.07,6.8
3.5,12.0,10.5,3.0,4.033941324,168.0,25.0,7.2,5.0,0.0,3.5,0.09905,2.83,0.303792,6.8043,0.188660397,0.21,0.06,5,0,2,4,2,7.296752396999999,2.589266135
0.0,0.0,20.0,1.941747573,20.0,0.0,25.0,7.0,20.0,900.8082808,10.3,0.116,1.126213592,0.3,6.131446099,0.3,4.3,0.417475728,4,1,2,4,3,6.731446098999999,0.0
0.0,0.0,4.0,1.333333333,3.648434922,24.0,25.0,7.0,2.0,100.0,3.0,0.02634199,1.108314393,0.737725,4.279699291,0.150765894,0.399486401,0.135158118,4,0,2,4,0,5.168190185,4.086670175
0.0,0.0,5.8,2.0,2.259439696,72.0,20.0,7.0,30.0,93.00766076,2.9,0.08381,2.89,0.2048325,3.471448794,0.190076596,0.266039452,0.099395595,4,1,2,4,1,3.86635789,9.062883806
0.0,0.0,42.0,3.684210526,4.6,168.0,25.0,7.0,20.0,135.1001932,11.4,0.16188,1.42,0.12,13.36784919,0.162754286,3.119112577,0.279082918,4,0,2,2,3,13.650603475999999,9.3
0.0,0.0,8.0,4.0,3.593007869,72.0,21.0,7.0,28.0,86.11642486,2.0,0.040230832,1.789368887,0.1732425,4.924265054,0.236879612,0.26,0.13,4,0,2,4,0,5.334387166,0.19
0.0,0.0,3.6,3.0,2.370318232,2.0,22.65,7.0,30.0,249.4806578,1.2,0.00048,0.04,0.75832,4.669560496,0.218036596,0.638048333,0.20040299,4,1,6,4,1,5.645917092,1.459718459
0.0,0.0,6.0,2.0,3.136579159,72.0,22.07,6.5,40.0,0.0,3.0,0.12,4.0,0.13757,10.8900861,0.125464098,0.167738155,0.039675192,4,1,2,4,2,11.153120198,9.414497816
0.0,0.0,6.0,2.0,2.361522979,24.0,20.0,7.0,19.94,200.0,3.0,0.003,0.1,0.4228325,4.130991489,0.249865247,0.590567359,0.165316995,4,1,2,4,0,4.803689236,6.206715643
0.0,0.0,106.7341989,12.45053609,1.0,24.0,20.0,8.0,1000.0,40.0,0.9,0.019,2.111111111,0.0,0.0,0.0,0.07,0.077777778,4,1,2,3,2,0.0,0.22
0.0,0.0,250.0,96.89922481,17.36666667,168.0,25.0,7.0,20.0,181.0081561,2.58,0.036894,1.43,1.204788939,8.105096234,0.26909,3.255125,0.449026008,4,0,2,2,1,9.578975173,1.6
0.0,0.0,7.0,2.333333333,4.0,168.0,25.0,7.0,20.0,88.17938173,3.0,0.0291,0.97,0.27501,6.05292635,0.219199199,0.378066154,0.12625699,4,1,2,2,1,6.547135549,1.7
0.0,0.0,8.0,4.0,3.049033988,72.0,21.0,7.0,28.0,91.97454773,2.0,0.046790358,1.934012219,0.09712,5.906572359,0.264482044,0.17,0.085,4,0,2,4,0,6.268174403000001,0.6
1.0,0.5,0.0,0.0,3.939900239,0.0,19.51333333,6.0,2.0,176.4878775,2.0,0.109035225,3.119775821,0.346956071,6.550346099,0.284803903,0.050098619,0.02504931,0,2,7,4,2,7.182106073000001,0.0
1.5,1.0,40.0,4.938271605,20.58061736,72.0,20.0,7.0,18.96,50.0,8.1,0.12,1.481481481,0.11,0.04,0.01,0.79,0.097530864,5,1,0,4,1,0.16,6.353565047
0.0,0.0,60.0,20.0,52.7,168.0,25.0,7.0,20.0,61.9385409,3.0,0.0291,0.97,0.81663,5.974942333,0.445658099,1.086995947,0.220295428,4,1,2,2,1,7.2372304320000005,0.1
0.0,0.0,15.81439625,4.040704893,3.23674577,8.0,35.0,8.0,2.0,251.8186861,4.0,0.083755176,2.155590169,0.478203636,4.195806099,0.133539571,0.515314224,0.127547857,4,1,2,3,2,4.807549306,29.25175489
0.0,0.0,50.0,11.70960187,43.4,168.0,25.0,7.0,20.0,81.63230084,4.27,0.043981,1.03,0.54236,6.488618549,0.507869,1.17898204,0.218326311,4,1,2,2,1,7.538847549000001,0.1
0.0,0.0,12.0,3.0,5.550760469,100.0,25.0,7.2,10.0,0.0,4.0,0.0964,2.41,0.0,0.0,0.0,0.083333332,0.020833333,4,0,2,4,2,0.0,0.332683524
0.0,0.0,17.60219256,10.23362497,1.0,24.0,25.0,7.0,10.0,23.5,1.27,0.025908,2.04,0.73,1.4,0.002,0.29,0.228346457,4,1,2,4,2,2.1319999999999997,3.010991894
0.0,0.0,12.0,3.0,10.57226988,3.0,25.0,7.2,10.0,0.0,4.0,0.0532,1.33,0.57013,4.762376596,0.165429199,1.88,0.47,4,0,2,4,2,5.497935795,0.149224167
0.0,0.0,18.3,3.66,2.8,2.0,25.0,7.0,10.0,0.0,5.0,0.096601798,2.298912155,1.4,3.7417,0.097923099,0.236094438,0.047218888,4,1,2,4,2,5.239623099,14.23381019
0.0,0.0,20.0,6.451612903,4.924961003,2.0,25.0,7.0,2.0,1416.0,3.1,0.0434,1.4,1.134324921,4.718246099,0.204431814,0.34,0.109677419,4,1,7,4,1,6.057002834,0.588514478
5.0,0.22,2.1,0.976744186,1.198108974,24.0,20.0,8.0,0.0,62.0,2.15,0.0827,3.846511628,0.19208,7.897713298,0.227206294,0.299821541,0.109162809,5,1,2,0,1,8.316999592,1.3
0.0,0.0,13.9,3.02173913,7.845835908,24.0,25.0,7.0,10.0,120.0751093,4.6,0.05842,1.27,0.12,0.1,0.001,1.17,0.254347826,4,1,2,4,2,0.221,6.296608265
2.8,0.083928571,8.509386098,3.004055703,3.877543097,72.0,20.0,7.0,5.0,178.7,3.2,0.1088,3.4,0.167715,7.422120496,0.143484794,0.21168361,0.061127816,2,0,5,4,1,7.73332029,0.387676188
0.0,0.0,12.8,18.90694239,10.75987857,72.0,25.0,7.0,25.94,61.61928148,0.677,0.0031819,0.47,0.91918,15.0615844,0.189642695,0.089,0.131462334,4,1,0,4,0,16.170407095,0.096819559
0.0,0.0,10.0,5.263157895,6.125306412,2.0,25.0,7.0,2.0,48.0,1.9,0.0247,1.3,0.918622421,8.564576099,0.195962099,0.17,0.089473684,4,0,7,4,1,9.679160619000001,1.561927174
0.0,0.0,73.36540132,7.244220737,1.0,24.0,20.0,8.0,1000.0,10.0,2.9,0.145,5.0,0.0,0.34,0.0,0.1,0.034482759,4,1,2,3,2,0.34,0.62
0.0,0.0,73.34094418,6.974873817,1.0,24.0,20.0,8.0,1000.0,0.0,2.8,0.125,4.464285714,0.0,0.49,0.0,0.116842978,0.038092541,4,1,2,3,2,0.49,0.64
0.0,0.0,30.0,4.807692308,5.926237968,72.0,23.0,7.0,10.0,251.5457157,6.24,0.116064,1.86,0.85,1.75,0.319252199,2.72,0.435897436,4,1,0,4,3,2.919252199,7.049218878
3.5,12.0,10.5,3.0,5.01400226,168.0,25.0,7.2,5.0,0.0,3.5,0.0287,0.82,0.32462,13.11198,0.168703496,0.07,0.02,5,0,2,4,2,13.605303496000001,1.060271701
0.0,0.0,70.916314,7.086421826,1.0,24.0,20.0,8.0,1000.0,20.0,3.0,0.123,4.1,0.0,0.91,0.0,0.144438222,0.04553046,4,1,2,3,2,0.91,0.0
0.0,0.0,13.3,3.093023256,5.001492664,72.0,25.0,7.0,10.0,20.0,4.3,0.036,0.837209302,0.22,0.8,0.08,0.16,0.037209302,4,0,2,4,1,1.1,1.76762405
0.0,0.0,6.0,0.526315789,0.5,168.0,25.0,7.0,20.0,721.4856667,11.4,0.16188,1.42,0.12,17.58201415,0.191752199,2.822265944,0.284890805,4,0,2,2,3,17.893766349,1.8
0.0,0.0,12.6555494,2.708255653,4.0,168.0,20.0,7.0,1.0,124.3627252,4.67295227,0.152146627,3.255899445,0.264365,4.913214397,0.207606596,0.260351148,0.088207017,4,1,5,4,2,5.3851859929999994,32.2071027
0.0,0.0,76.9897526,10.23322899,1.0,24.0,20.0,8.0,1000.0,0.0,2.2,0.025,1.136363636,0.0,0.0,0.0,0.09,0.040909091,4,1,2,3,2,0.0,0.3
0.0,0.0,2.8,1.272727273,2.0,2.0,25.0,7.0,10.0,10.4,2.2,0.044,2.0,0.07,1.0,0.07,0.360858659,0.142305767,4,1,2,4,2,1.1400000000000001,1.202098621
5.6,0.5,17.45,3.116071429,5.173498248,72.0,25.0,7.0,10.0,38.275,5.6,0.04,0.714285714,0.387979636,2.0,0.13,0.23,0.041071429,0,0,2,4,1,2.5179796359999997,1.054541363
0.0,0.0,115.0,5.837563452,40.8,168.0,25.0,8.3,20.0,577.5075334,19.7,0.50038,2.54,0.0,23.24832,0.393756219,3.887961299,0.379495267,4,0,2,2,2,23.642076219,20.6
4.0,0.5,20.0,5.0,4.515507571,24.0,22.0,7.5,2.0,2000.0,4.0,0.156,3.9,0.0,0.0,0.0,0.083333332,0.020833333,0,1,2,4,2,0.0,0.245462387
0.0,0.0,21.3,4.733333333,4.064577212,24.0,25.0,7.0,10.0,58.91852726,4.5,0.04,0.888888889,1.4,2.9,0.081909064,0.517842637,0.139313351,4,1,2,4,2,4.381909064,6.119924272
0.0,0.0,200.0,74.62686567,12.7,168.0,25.0,7.0,20.0,30.34978077,2.68,0.038056,1.42,0.61076,4.613142333,0.178012199,1.131943349,0.211592066,4,0,2,2,1,5.401914532,0.9
0.0,0.0,71.05754536,5.985297036,1.0,24.0,20.0,8.0,1000.0,20.0,4.5,0.148,3.288888889,0.0,1.51,0.0,0.171560806,0.043080227,4,1,2,3,2,1.51,0.0
0.0,0.0,200.0,66.66666667,14.1,168.0,25.0,7.0,20.0,61.39596596,3.0,0.0291,0.97,0.97444,9.363296234,0.379586099,0.996631408,0.209748324,4,0,2,2,1,10.717322333,1.8
0.0,0.0,24.0,2.105263158,9.4,168.0,25.0,8.3,20.0,156.2997386,11.4,0.16188,1.42,0.12,14.93125919,0.191164286,3.565983,0.291797179,4,0,2,2,3,15.242423475999999,0.4
0.0,0.0,5.3,1.0,5.333986965,0.016666667,25.0,8.1,0.0,12900.0,5.3,0.079,1.490566038,0.53241,6.097494397,0.295054606,1.981347615,0.357212547,4,1,3,0,3,6.924959003000001,0.311991734
0.0,0.0,12.0,3.0,3.481139764,174.0,25.0,7.2,10.0,0.0,4.0,0.092,2.3,0.094840528,5.107685,0.066857857,0.28,0.07,4,0,2,4,1,5.269383384999999,2.209719678
0.0,0.0,6.0,2.0,4.667171771,24.0,20.0,8.0,18.33954545,100.0,3.0,0.003,0.1,0.4081525,4.173174894,0.252304751,0.60516265,0.163333367,4,0,2,4,0,4.833632144999999,1.958116245
3.3,1.0,40.0,4.938271605,20.58061736,72.0,20.0,7.0,18.79,50.0,8.1,0.12,1.481481481,0.11,0.04,0.01,0.79,0.097530864,5,1,0,4,1,0.16,1.264474997
0.0,0.0,35.0,1.776649746,3.4,168.0,25.0,7.0,20.0,290.9538697,19.7,0.50038,2.54,0.0,28.0002122,0.287046219,2.907498881,0.401596738,4,0,2,2,2,28.287258419,22.7
0.0,0.0,10.0,4.0,3.974528892,8.0,22.0,6.9,10.0,40.0,2.5,0.0545,2.2,0.03,0.0,0.0,0.06,0.024,4,1,2,4,1,0.03,2.982310128
0.0,0.0,15.0,3.0,7.8,10.0,25.0,7.0,20.0,500.0,5.0,0.35,7.0,0.0,0.0,0.0,0.02,0.004,4,1,2,4,2,0.0,4.304347427
0.0,0.0,28.9,4.587301587,6.770836492,24.0,24.0,7.0,10.0,0.0,6.3,0.129,2.047619048,0.73098,2.976094397,0.116611397,0.79,0.125396825,4,1,2,4,1,3.8236857939999993,5.19
0.0,0.0,7.841474991,4.086587351,4.0,168.0,20.0,7.0,1.0,184.000747,1.9188321,0.071576456,3.730209438,0.14497,11.8826761,0.142420397,0.244863166,0.084946926,4,1,5,4,2,12.170066497,1.2126677
1.5,1.0,40.0,4.938271605,27.53674497,1.0,20.0,7.0,25.12,50.0,8.1,0.12,1.481481481,0.11,0.04,0.01,0.79,0.097530864,5,1,0,4,1,0.16,0.280426797
1.0,0.5,15.05,9.40625,4.627183832,24.0,22.0,7.0,10.0,337.6743371,1.6,0.0416,2.6,0.19051,1.31,0.05,0.66,0.4125,0,1,7,4,1,1.55051,1.648699592
0.0,0.0,14.45592446,2.6021057,4.0,168.0,20.0,7.0,1.0,82.37022795,5.418501338,0.168121164,3.102724422,0.378026667,2.379798683,0.240272969,0.332317682,0.085736704,4,1,5,4,2,2.998098319,31.74935572
0.0,0.0,80.0,13.1147541,62.10628531,24.0,25.0,7.0,20.0,65.35975653,6.1,0.111,1.819672131,0.3,7.373533333,0.4,1.5,0.245901639,4,1,2,4,3,8.073533333,2.226063573
0.0,0.0,70.32868349,7.62829557,1.0,24.0,20.0,8.0,1000.0,0.0,2.5,0.103,4.12,0.0,1.03,0.0,0.14022003,0.046850553,4,1,2,3,2,1.03,0.49
0.0,0.0,100.0,33.33333333,40.1,168.0,25.0,8.3,20.0,0.0,3.0,0.042,1.4,0.12,0.15,0.0,1.098559927,0.198858372,4,0,2,2,1,0.27,0.9
0.0,0.0,8.133801606,3.18888184,4.0,168.0,20.0,7.0,1.0,277.9352976,2.550675131,0.061441926,2.408849524,0.12717,3.660302766,0.078585298,0.316345403,0.103277342,4,1,5,4,2,3.866058064,17.42250346
0.0,0.0,10.0,0.148367953,7.285227764,72.0,25.0,7.0,10.0,751.3520817,67.4,2.19,3.24925816,5.76,140.0,0.28,7.854192387,0.415444836,4,0,2,4,3,146.04,6.975496375
0.0,0.0,6.0,2.0,3.961977521,24.0,20.0,7.0,19.15954545,100.0,3.0,0.003,0.1,0.4086125,4.256499291,0.237786949,0.604274615,0.161378203,4,0,2,4,0,4.90289874,2.224035669
0.0,0.0,10.0,4.0,3.975713894,27.0,22.0,6.9,10.0,0.0,2.5,0.104,0.4,0.01,3.69,0.01,0.53,0.212,4,0,2,4,0,3.7099999999999995,0.427641554
0.0,0.0,12.0,3.0,5.062668032,168.0,25.0,7.2,10.0,0.0,4.0,0.0424,1.06,0.0,0.0,0.0,0.24,0.06,4,0,2,4,2,0.0,1.04
0.0,0.0,300.0,84.74576271,14.4,168.0,25.0,7.0,20.0,61.53836673,3.54,0.049914,1.41,1.45933,5.499063468,0.292332463,3.407355,0.400601195,4,0,2,2,1,7.250725931000001,2.9
0.0,0.0,4.0,1.333333333,2.053292552,24.0,20.0,7.0,11.32454545,100.0,3.0,0.0111,0.37,0.2654125,4.460253191,0.173158949,0.469840937,0.148862056,4,1,2,4,0,4.89882464,9.92059126
16.095,0.166666667,16.095,2.146,4.681733199,0.333333333,25.0,7.0,5.0,52.0,7.5,0.203,2.706666667,2.29,1.9,1.0,5.54,0.738666667,1,1,7,4,3,5.1899999999999995,0.882153571
0.0,0.0,18.64106,7.891875982,1.0,24.0,25.0,7.0,10.0,22.1,2.31,0.051051,2.21,0.89,1.96,0.003,0.5,0.216450216,4,1,2,4,2,2.853,6.299353312
0.0,0.0,5.3,1.0,5.313436956,6.0,25.0,8.1,0.0,12900.0,5.3,0.079,1.490566038,0.42995,6.379794397,0.291901,1.990510343,0.321787241,4,1,3,0,3,7.101645397,3.293781921
0.0,0.0,3.6,3.0,2.332427946,8.0,22.46,6.0,30.0,232.0426578,1.2,0.00048,0.04,0.700906667,4.757552695,0.239733596,0.636775385,0.220079023,4,1,6,4,1,5.698192958,2.265007531
2.8,0.5,17.45,3.116071429,5.104279132,72.0,25.0,7.0,10.0,36.864,5.6,0.04,0.714285714,0.378679636,2.0,0.13,0.23,0.041071429,0,0,2,4,1,2.508679636,1.158688508
0.0,0.0,20.0,10.52631579,4.573896607,1.5,25.0,7.0,2.0,48.0,1.9,0.0247,1.3,1.053914921,3.92973,0.186187913,0.17,0.089473684,4,1,7,4,1,5.169832834,1.212825144
0.0,0.0,16.99,7.291845494,5.442228997,72.0,25.0,7.047,27.06,0.0,2.33,0.056153,2.41,0.48242,9.817166645,0.277598144,0.48,0.206008584,4,1,2,4,0,10.577184789,3.514889381
0.0,0.0,10.0,2.702702703,3.441544439,9.0,22.0,6.9,10.0,0.0,3.7,0.0727,2.0,0.03,1.2,0.01,0.15,0.040540541,4,1,2,4,1,1.24,2.836427577
0.0,0.0,73.31285064,7.42498592,1.0,24.0,20.0,8.0,1000.0,0.0,2.8,0.11,3.928571429,0.0,0.02,0.0,0.07,0.025,4,1,2,3,2,0.02,0.0
0.0,0.0,9.482132326,2.555427126,1.0,24.0,26.52625,8.0,0.0,560.0,3.7,0.08,2.162162162,0.56,5.468069397,0.220628099,0.494156261,0.134104811,4,1,2,0,1,6.248697495999999,4.7
4.0,0.05125,24.05762544,4.296386794,4.335347119,72.0,20.0,7.0,5.0,201.2,4.0,0.24,6.0,0.88787,34.1041022,0.298275871,0.415746628,0.118970358,5,1,5,4,1,35.290248071,0.536972269
0.0,0.0,8.0,1.6,4.936946336,1.0,22.0,7.5,2.0,0.0,5.0,0.2,4.0,0.0,0.0,0.0,0.104821803,0.020964361,4,1,7,4,2,0.0,3.659535948
0.0,0.0,19.2,3.0,7.575141136,72.0,25.0,7.0,10.0,60.0,6.4,0.057,0.890625,0.666375,4.0,0.135903584,1.12,0.175,4,0,2,4,3,4.802278584000001,3.565531341
0.0,0.0,1.0,0.052356021,7.29003367,0.5,24.72,7.233672549,17.44,1225.222028,19.1,0.18336,0.96,1.2,19.0319305,0.252997,3.932768465,0.336385331,4,1,2,4,3,20.4849275,27.90347121
0.0,0.0,20.0,6.451612903,4.895103102,2.0,25.0,6.0,2.0,416.0,3.1,0.0434,1.4,1.125114921,4.617746099,0.216825385,0.34,0.109677419,4,1,7,4,1,5.959686404999999,1.212522697
3.3,1.0,40.0,4.938271605,25.43702606,6.0,20.0,7.0,25.13,50.0,8.1,0.12,1.481481481,0.11,0.04,0.01,0.79,0.097530864,5,1,0,4,1,0.16,2.413066108
0.0,0.0,90.396,9.596178344,21.83551941,24.0,25.0,7.0,10.0,54.1,9.42,0.222312,2.36,6.86,6.14,0.009,0.88,0.093418259,4,1,2,4,2,13.009,23.50527353
0.0,0.0,73.09030327,6.230529795,1.0,24.0,20.0,8.0,1000.0,30.0,5.0,0.168,3.36,0.006,0.02,0.0,0.18,0.036,4,1,2,3,2,0.026000000000000002,0.0
0.0,0.0,12.0,3.0,4.80237433,168.0,25.0,7.2,10.0,0.0,4.0,0.0336,0.84,0.200213913,7.7548,0.08592,0.32,0.08,4,0,2,4,1,8.040933913,0.8
3.0,72.0,4.0,1.333333333,1.989470738,72.0,21.13261905,7.0,10.0,20.0,3.0,0.105,3.5,0.1,2.3,0.354609929,0.338622261,0.101957546,6,0,2,4,2,2.754609929,0.528746789
0.0,0.0,6.0,2.0,4.262600151,24.0,20.0,7.0,10.37,1000.0,3.0,0.0111,0.37,0.19129,5.069266596,0.101665354,0.514824512,0.181718686,4,0,2,4,0,5.36222195,2.866704787
0.0,0.0,250.0,88.96797153,21.4,168.0,25.0,7.0,20.0,43.20452279,2.81,0.037935,1.35,1.276972273,4.239033468,0.175318562,3.24692,0.382673309,4,0,2,2,1,5.691324303,1.466666667
1.2,1.0,40.0,4.938271605,25.43702606,6.0,20.0,7.0,25.12,50.0,8.1,0.12,1.481481481,0.11,0.04,0.01,0.79,0.097530864,5,1,0,4,1,0.16,2.848715175
0.0,0.0,15.71195113,4.014425496,2.902641005,16.0,35.0,8.0,2.0,192.8080878,4.0,0.084803396,2.297021994,0.503193636,4.134606099,0.125969571,0.499173968,0.127114925,4,1,2,3,2,4.7637693059999995,18.64655795
0.0,0.0,250.0,86.50519031,22.03333333,168.0,25.0,7.0,20.0,47.93898946,2.89,0.041038,1.42,1.391572273,6.502571563,0.254162463,3.26352,0.385863817,4,0,2,2,1,8.148306299,1.9
0.0,0.0,12.0,3.0,5.697450817,168.0,25.0,7.2,10.0,0.0,4.0,0.05,1.25,0.37173,1.60704,0.046278298,0.602966667,0.158054524,4,0,2,4,2,2.0250482979999997,7.0
0.0,0.0,350.0,116.6666667,19.4,168.0,25.0,7.0,20.0,0.0,3.0,0.042,1.4,0.12,0.15,0.0,4.194034286,0.380314655,4,0,2,2,1,0.27,4.1
2.0,0.5,20.0,5.0,7.17323996,24.0,22.0,7.5,2.0,2306.976744,4.0,0.048,1.2,0.238145,2.766290496,0.179067596,0.933841429,0.343236912,0,1,2,4,1,3.1835030919999996,0.402311498
0.0,0.0,6.0,2.0,4.437668878,24.0,20.0,7.0,12.99,200.0,3.0,0.0078,0.26,0.3062725,4.587114894,0.172605322,0.472898718,0.145055093,4,0,2,4,0,5.065992716,3.407098046
0.0,0.0,8.0,4.0,2.559108448,72.0,21.0,7.0,28.0,300.8302315,2.0,0.038612479,1.28227189,0.23051,4.297995551,0.275072307,0.56,0.28,4,1,2,4,0,4.803577858,1.38
0.0,0.0,10.0,3.333333333,6.0,168.0,25.0,7.0,20.0,63.62286446,3.0,0.0291,0.97,0.31774,9.975604152,0.21983,0.443137144,0.118349319,4,1,2,2,1,10.513174152000001,1.0
0.0,0.0,15.0,3.0,10.03016934,72.0,22.0,8.0,10.0,82.99562973,5.0,0.145,2.9,0.788625,3.299652766,0.245094397,0.256410256,0.051282051,4,0,7,4,3,4.333372163,3.361446243
0.0,0.0,40.0,4.938271605,14.25189267,168.0,20.0,7.0,12.63,50.0,8.1,0.12,1.481481481,0.11,0.04,0.01,0.79,0.097530864,4,1,0,4,1,0.16,1.435592365
0.0,0.0,0.65,0.5,3.120731544,24.0,20.0,7.0,2.0,9.0,1.3,0.017,1.307692308,0.0,0.63,0.006,0.28,0.215384615,4,1,0,4,1,0.636,0.3931965
3.0,0.083333333,15.0,5.0,8.141193615,72.0,22.0,7.2,10.0,150.0170159,3.0,0.045,1.5,0.26997,5.356076099,0.236539695,0.2,0.066666667,5,0,7,4,3,5.862585794,0.247641266
0.0,0.0,70.0,3.553299492,30.8,168.0,25.0,8.3,20.0,602.8042001,19.7,0.50038,2.54,0.0,26.13202,0.234396219,3.889967966,0.379200807,4,0,2,2,2,26.366416219,9.2
5.0,72.0,15.0,5.0,6.98144206,72.0,22.37,7.0,10.0,20.0,3.0,0.105,3.5,0.1,2.3,0.354609929,0.424035846,0.114634275,6,1,2,4,2,2.754609929,2.592719163
0.0,0.0,12.0,3.0,1.439553723,174.0,25.0,7.2,10.0,0.0,4.0,0.0532,1.33,0.493693333,10.0246327,0.151699463,1.88,0.47,4,0,2,4,2,10.670025496,0.313259499
1.0,0.5,16.8,8.4,4.66625884,24.0,22.0,7.0,10.0,80.0,2.0,0.052,2.6,0.06472,1.56,0.16,0.03,0.015,0,1,7,4,1,1.7847199999999999,1.118368312
0.0,0.0,314.7666667,11.83333333,36.72594702,48.0,25.0,7.0,157.6,210.632913,26.6,0.30376915,1.921221449,240.0,1.38,0.017,48.6,1.827067669,4,1,7,4,3,241.397,2.813799144
0.0,0.0,8.0,1.6,6.671069878,24.0,22.0,7.5,2.0,0.0,5.0,0.2,4.0,0.0,0.0,0.0,0.104821803,0.020964361,4,0,7,4,2,0.0,0.726047321
